FOTOMETRÍA RELATIVA

V2 
FECHA J HELIO         MAG      +/-    RSR  AIRMS  TRANS  FWHM"   FONDO   N   NUM
2455790.48061    -0.04654  0.04277     25  1.063   1.04   1.83    0.13  01  0029
2455790.48296    -0.05987  0.04257     25  1.062   1.04   1.70    0.14  01  0030
2455790.48530    -0.07117  0.04252     25  1.061   1.03   1.81    0.14  01  0031
2455790.48800    -0.06574  0.04243     25  1.060   1.04   1.83    0.16  01  0032
2455790.49032    -0.00219  0.04384     24  1.060   1.03   1.92    0.14  01  0033
2455790.49266    -0.00086  0.04370     24  1.059   1.04   1.86    0.16  01  0034
2455790.49500     0.03791  0.04454     24  1.059   1.04   1.73    0.15  01  0035
2455790.49733     0.04201  0.04461     24  1.059   1.04   2.02    0.15  01  0036
2455790.49965     0.11897  0.04605     23  1.060   1.05   1.76    0.16  01  0037
2455790.50200     0.08761  0.04549     23  1.060   1.04   1.80    0.16  01  0038
2455790.50433     0.11678  0.04611     23  1.061   1.04   1.86    0.15  01  0039
2455790.50667     0.16450  0.04689     23  1.061   1.05   1.89    0.17  01  0040
2455790.50899     0.22819  0.04837     22  1.062   1.04   1.96    0.17  01  0041
2455790.51133     0.19826  0.04777     22  1.063   1.04   1.91    0.17  01  0042
2455790.51367     0.24412  0.04872     22  1.065   1.05   1.91    0.18  01  0043
2455790.51600     0.21492  0.04809     22  1.066   1.04   1.80    0.18  01  0044
2455790.51833     0.29174  0.04959     21  1.068   1.05   1.68    0.20  01  0045
2455790.52067     0.24721  0.04863     22  1.070   1.05   2.00    0.20  01  0046
2455790.52301     0.28631  0.04952     21  1.072   1.05   1.87    0.21  01  0047
2455790.52535     0.29467  0.05002     21  1.074   1.04   1.71    0.20  01  0048
2455790.52769     0.28513  0.04959     21  1.076   1.05   2.03    0.21  01  0049
2455790.53001     0.20085  0.04777     22  1.079   1.05   1.85    0.21  01  0050
2455790.53235     0.29705  0.04988     21  1.082   1.04   1.76    0.21  01  0051
2455790.53469     0.26499  0.04923     22  1.085   1.04   1.94    0.22  01  0052
2455790.53701     0.14160  0.04653     23  1.088   1.04   1.96    0.22  01  0053
2455790.53935     0.12334  0.04643     23  1.091   1.03   1.77    0.19  01  0054
2455790.54169     0.13873  0.04675     23  1.095   1.03   1.74    0.18  01  0055
2455790.54403     0.07852  0.04542     23  1.098   1.04   2.02    0.20  01  0056
2455790.54636     0.08810  0.04557     23  1.102   1.04   1.83    0.18  01  0057
2455790.54869     0.05655  0.04513     24  1.106   1.03   1.71    0.16  01  0058
2455790.55103     0.04332  0.04500     24  1.111   1.02   1.88    0.15  01  0059
2455790.55337     0.05013  0.04496     24  1.115   1.03   1.92    0.14  01  0060
2455790.55571    -0.03235  0.04340     25  1.120   1.03   1.95    0.14  01  0061
2455790.55804    -0.00691  0.04400     24  1.125   1.02   1.78    0.12  01  0062
2455790.56038     0.00709  0.04436     24  1.130   1.02   1.71    0.11  01  0063
2455790.56272    -0.07884  0.04278     25  1.136   1.01   2.02    0.10  01  0064
2455790.56506    -0.01044  0.04416     24  1.142   1.01   2.05    0.09  01  0065
2455790.56740    -0.07420  0.04306     25  1.148   1.00   2.12    0.08  01  0066
2455790.56972    -0.06810  0.04309     25  1.154   1.01   1.89    0.08  01  0067
2455790.57206    -0.10063  0.04252     25  1.160   1.01   2.02    0.07  01  0068
2455790.57440    -0.12929  0.04201     25  1.167   1.00   2.00    0.08  01  0069
2455790.57674    -0.11244  0.04238     25  1.174   1.00   2.12    0.07  01  0070
2455790.57906    -0.10573  0.04248     25  1.181   1.00   1.85    0.06  01  0071
2455790.58140    -0.10987  0.04245     25  1.189   1.00   1.86    0.04  01  0072
2455790.58374    -0.11756  0.04275     25  1.197   0.98   1.98    0.01  01  0073
2455790.58640    -0.16906  0.04138     26  1.206   1.00   1.86    0.01  01  0074
2455790.58873    -0.16535  0.04154     26  1.214   0.99   1.89   -0.01  01  0075
2455790.59105    -0.19632  0.04093     26  1.223   1.00   1.98   -0.01  01  0076
2455790.59567    -0.19027  0.04115     26  1.241   0.99   1.84   -0.04  01  0077
2455790.59799    -0.14644  0.04201     25  1.251   0.99   1.76   -0.05  01  0078
2455790.60029    -0.14395  0.04210     25  1.261   0.99   2.02   -0.06  01  0079
2455790.60261    -0.16267  0.04176     26  1.271   0.99   1.85   -0.06  01  0080
2455790.60492    -0.11346  0.04273     25  1.282   0.98   1.87   -0.07  01  0081
2455790.60722    -0.15060  0.04201     25  1.293   0.98   1.85   -0.07  01  0082
2455790.60954    -0.12867  0.04240     25  1.305   0.99   1.72   -0.08  01  0083
2455790.61185    -0.17256  0.04170     26  1.317   0.98   1.80   -0.10  01  0084
2455790.61416    -0.11246  0.04290     25  1.329   0.98   1.73   -0.12  01  0085
2455790.61647    -0.11418  0.04302     25  1.342   0.97   1.91   -0.14  01  0086
2455790.62412    -0.06372  0.04418     24  1.387   0.96   1.93   -0.17  01  0087
2455790.62644    -0.09618  0.04356     24  1.402   0.96   1.82   -0.18  01  0088
2455790.62874    -0.06024  0.04452     24  1.417   0.95   1.88   -0.21  01  0089
2455790.63105    -0.03417  0.04495     24  1.433   0.95   1.76   -0.21  01  0090
2455790.63336    -0.07340  0.04434     24  1.450   0.95   1.74   -0.23  01  0091
2455790.64032     0.03092  0.04699     23  1.503   0.93   1.92   -0.31  01  0092
2455790.64264     0.04277  0.04725     22  1.522   0.93   2.01   -0.31  01  0093
2455790.64494     0.03303  0.04730     22  1.541   0.92   1.90   -0.34  01  0094
2455790.64726     0.08462  0.04833     22  1.562   0.92   1.79   -0.36  01  0095
2455790.64957     0.09317  0.04878     22  1.583   0.91   1.97   -0.38  01  0096
2455790.65188     0.18077  0.05063     21  1.605   0.91   1.93   -0.38  01  0097
2455790.65419     0.21099  0.05164     21  1.628   0.90   1.79   -0.41  01  0098
2455790.65649     0.10955  0.04965     21  1.651   0.89   1.90   -0.44  01  0099
2455790.65880     0.19411  0.05161     21  1.676   0.89   1.81   -0.46  01  0100
2455790.66111     0.26899  0.05350     20  1.701   0.88   2.15   -0.47  01  0101
2455790.66342     0.15481  0.05101     21  1.728   0.88   1.95   -0.48  01  0102
2455790.66573     0.28205  0.05405     20  1.755   0.87   1.92   -0.51  01  0103

Observador: Julio Castellano
FotoDif 3.84
