FOTOMETRÍA RELATIVA

V2 
FECHA J HELIO         MAG      +/-    RSR  AIRMS  TRANS  FWHM"   FONDO   N   NUM
2455792.52812    -0.09976  0.04284     25  1.084   1.03   2.03    0.15  01  0072
2455792.53045    -0.05694  0.04347     24  1.087   1.04   2.05    0.15  01  0073
2455792.53278    -0.09983  0.04277     25  1.090   1.04   2.10    0.15  01  0074
2455792.53512    -0.07238  0.04328     25  1.094   1.04   2.09    0.14  01  0075
2455792.53746    -0.11054  0.04248     25  1.097   1.04   2.01    0.14  01  0076
2455792.53980    -0.09202  0.04278     25  1.101   1.04   1.91    0.13  01  0077
2455792.54214    -0.06137  0.04344     25  1.105   1.04   1.85    0.12  01  0078
2455792.54446    -0.05370  0.04366     24  1.110   1.04   1.83    0.11  01  0079
2455792.54680    -0.03631  0.04395     24  1.114   1.04   1.84    0.10  01  0080
2455792.54913    -0.06836  0.04324     25  1.119   1.04   2.00    0.10  01  0081
2455792.55146    -0.02007  0.04438     24  1.124   1.03   1.91    0.09  01  0082
2455792.55380     0.00293  0.04493     24  1.129   1.03   2.02    0.10  01  0083
2455792.55614     0.00274  0.04500     24  1.134   1.03   1.91    0.09  01  0084
2455792.55847     0.00304  0.04489     24  1.140   1.03   1.88    0.10  01  0085
2455792.56080     0.05120  0.04592     23  1.146   1.03   1.91    0.08  01  0086
2455792.56313     0.07424  0.04649     23  1.152   1.03   1.97    0.08  01  0087
2455792.56547     0.08704  0.04677     23  1.158   1.02   1.90    0.07  01  0088
2455792.56779     0.12406  0.04750     22  1.165   1.03   1.71    0.07  01  0089
2455792.57012     0.15299  0.04811     22  1.172   1.03   1.86    0.06  01  0090
2455792.57246     0.23583  0.05000     21  1.179   1.02   2.05    0.06  01  0091
2455792.57480     0.14067  0.04792     22  1.187   1.02   1.92    0.05  01  0092
2455792.57714     0.23128  0.05002     21  1.194   1.02   1.92    0.05  01  0093
2455792.57946     0.18460  0.04914     22  1.202   1.01   1.81    0.03  01  0094
2455792.58180     0.26684  0.05103     21  1.211   1.01   1.80    0.02  01  0095
2455792.58414     0.19581  0.04947     21  1.219   1.01   1.82    0.01  01  0096
2455792.58648     0.26555  0.05103     21  1.228   1.01   2.01    0.01  01  0097
2455792.58880     0.23425  0.05051     21  1.237   1.00   2.08   -0.01  01  0098
2455792.59114     0.21725  0.05002     21  1.247   1.01   1.91   -0.01  01  0099
2455792.59348     0.22696  0.05044     21  1.257   1.00   1.84   -0.03  01  0100
2455792.59582     0.20089  0.04988     21  1.267   1.00   1.88   -0.03  01  0101
2455792.59814     0.17680  0.04936     22  1.278   1.00   1.89   -0.05  01  0102
2455792.60048     0.20003  0.05011     21  1.289   0.99   2.12   -0.08  01  0103
2455792.60281     0.17112  0.04927     22  1.301   0.99   2.02   -0.07  01  0104
2455792.60514     0.14675  0.04885     22  1.312   0.99   1.82   -0.09  01  0105
2455792.60747     0.07875  0.04771     22  1.325   0.98   1.83   -0.11  01  0106
2455792.60981     0.10310  0.04833     22  1.337   0.97   1.98   -0.14  01  0107
2455792.61215     0.06505  0.04761     22  1.351   0.97   2.08   -0.15  01  0108
2455792.61447     0.05097  0.04730     22  1.364   0.97   2.09   -0.16  01  0109
2455792.61680    -0.00672  0.04617     23  1.378   0.97   1.91   -0.17  01  0110
2455792.61914    -0.00720  0.04615     23  1.393   0.97   1.81   -0.18  01  0111
2455792.62146    -0.04798  0.04551     23  1.408   0.96   2.07   -0.20  01  0112
2455792.62380    -0.01898  0.04617     23  1.424   0.95   2.11   -0.22  01  0113
2455792.62613    -0.03652  0.04586     23  1.440   0.95   1.94   -0.24  01  0114
2455792.63547    -0.11280  0.04496     24  1.511   0.92   1.94   -0.32  01  0115
2455792.63779    -0.10077  0.04508     24  1.530   0.93   2.03   -0.31  01  0116
2455792.64013    -0.11413  0.04489     24  1.551   0.93   2.11   -0.33  01  0117
2455792.64247    -0.15211  0.04421     24  1.572   0.92   2.04   -0.34  01  0118
2455792.64481    -0.15136  0.04432     24  1.593   0.92   1.97   -0.36  01  0119
2455792.64714    -0.18211  0.04380     24  1.616   0.92   2.03   -0.38  01  0120
2455792.64947    -0.12890  0.04536     23  1.639   0.89   2.08   -0.42  01  0121
2455792.65181    -0.16874  0.04454     24  1.664   0.90   1.91   -0.42  01  0122
2455792.65414    -0.17168  0.04461     24  1.689   0.89   2.17   -0.45  01  0123
2455792.65648    -0.15150  0.04511     24  1.715   0.89   1.91   -0.47  01  0124
2455792.65880    -0.16758  0.04485     24  1.743   0.88   2.16   -0.48  01  0125
2455792.66114    -0.16735  0.04487     24  1.771   0.88   2.09   -0.49  01  0126
2455792.66348    -0.19345  0.04452     24  1.801   0.88   1.99   -0.51  01  0127
2455792.66582    -0.15209  0.04549     23  1.832   0.87   2.27   -0.53  01  0128
2455792.66814    -0.13959  0.04584     23  1.864   0.87   2.16   -0.55  01  0129
2455792.67048    -0.16336  0.04547     23  1.898   0.86   2.25   -0.58  01  0130
2455792.67282    -0.14999  0.04584     23  1.933   0.86   2.25   -0.63  01  0131
2455792.67514    -0.11314  0.04894     22  1.969   0.78   2.06   -0.92  01  0132

Observador: Julio Castellano
FotoDif 3.84
