FOTOMETRÍA RELATIVA

V2 
FECHA J HELIO         MAG      +/-    RSR  AIRMS  TRANS  FWHM"   FONDO   N   NUM
2455793.41229    -0.10746  0.04900     22  1.153   0.95   3.56    0.07  01  0031
2455793.41469    -0.09024  0.04874     22  1.147   0.98   3.22    0.09  01  0032
2455793.41709    -0.12331  0.04833     22  1.141   0.97   3.32    0.07  01  0033
2455793.41950    -0.12130  0.04865     22  1.135   0.95   3.28    0.05  01  0034
2455793.42191    -0.08577  0.04883     22  1.129   0.98   3.36    0.06  01  0035
2455793.42431    -0.07624  0.04887     22  1.124   0.98   3.32    0.06  01  0036
2455793.42672    -0.06552  0.04911     22  1.119   0.98   3.27    0.07  01  0037
2455793.42913    -0.02934  0.04970     21  1.114   0.99   3.25    0.09  01  0038
2455793.43153    -0.05688  0.04905     22  1.109   1.00   3.21    0.08  01  0039
2455793.43394    -0.05199  0.05009     21  1.105   0.96   3.39    0.03  01  0040
2455793.44112    -0.00363  0.04945     21  1.093   1.03   3.12    0.11  01  0041
2455793.44351     0.02500  0.04995     21  1.090   1.03   3.04    0.11  01  0042
2455793.44592     0.05663  0.05115     21  1.086   1.01   3.13    0.09  01  0043
2455793.44833     0.07824  0.05221     20  1.083   0.99   3.49    0.06  01  0044
2455793.45075     0.10124  0.05193     20  1.080   1.02   3.28    0.10  01  0045
2455793.45316     0.11815  0.05236     20  1.077   1.02   3.32    0.09  01  0046
2455793.45556     0.12174  0.05236     20  1.075   1.03   3.14    0.09  01  0047
2455793.45797     0.17279  0.05326     20  1.072   1.04   3.07    0.11  01  0048
2455793.46038     0.24777  0.05422     20  1.070   1.07   2.88    0.14  01  0049
2455793.46277     0.24507  0.05485     19  1.068   1.04   3.04    0.11  01  0050
2455793.46519     0.22889  0.05452     19  1.067   1.04   3.22    0.12  01  0051
2455793.46759     0.26104  0.05513     19  1.065   1.05   3.19    0.13  01  0052
2455793.47481     0.25151  0.05515     19  1.061   1.04   3.15    0.12  01  0053
2455793.47722     0.22964  0.05403     20  1.061   1.06   2.83    0.15  01  0054
2455793.47963     0.19826  0.05476     19  1.060   1.00   3.32    0.09  01  0055
2455793.48202     0.21657  0.05411     20  1.060   1.05   3.14    0.13  01  0056
2455793.48443     0.16282  0.05315     20  1.059   1.03   3.26    0.14  01  0057
2455793.49311     0.02921  0.04974     21  1.060   1.05   3.07    0.16  01  0058
2455793.49552     0.02060  0.04965     21  1.061   1.04   3.06    0.15  01  0059
2455793.49791     0.02397  0.04977     21  1.061   1.04   3.21    0.15  01  0060
2455793.50033    -0.01973  0.04801     22  1.062   1.08   2.86    0.19  01  0061
2455793.50273    -0.02859  0.04773     22  1.063   1.08   2.95    0.19  01  0062
2455793.50515    -0.00174  0.04874     22  1.065   1.06   3.16    0.17  01  0063
2455793.50755    -0.07810  0.04711     23  1.066   1.06   2.96    0.18  01  0064
2455793.50996    -0.06022  0.04765     22  1.068   1.05   3.29    0.17  01  0065
2455793.51237    -0.08486  0.04721     23  1.070   1.05   3.00    0.16  01  0066
2455793.51478    -0.08126  0.04637     23  1.072   1.09   2.93    0.21  01  0067
2455793.51718    -0.10245  0.04645     23  1.074   1.07   2.90    0.18  01  0068
2455793.51959    -0.09157  0.04621     23  1.077   1.09   2.80    0.21  01  0069
2455793.52200    -0.11025  0.04703     23  1.079   1.03   3.17    0.16  01  0070
2455793.52441    -0.16343  0.04551     23  1.082   1.05   3.01    0.18  01  0071
2455793.52682    -0.17213  0.04538     23  1.085   1.05   2.93    0.18  01  0072
2455793.52923    -0.16811  0.04463     24  1.089   1.09   2.83    0.23  01  0073
2455793.53164    -0.12524  0.04615     23  1.092   1.06   3.05    0.19  01  0074
2455793.53405    -0.15423  0.04476     24  1.096   1.10   2.81    0.23  01  0075
2455793.53645    -0.14695  0.04502     24  1.100   1.09   2.84    0.22  01  0076
2455793.59084     0.03048  0.04831     22  1.257   1.11   2.36    0.15  01  0077
2455793.59319     0.03812  0.04943     21  1.268   1.07   2.37    0.10  01  0078
2455793.59554     0.06226  0.04956     21  1.279   1.09   2.38    0.11  01  0079
2455793.59789     0.09808  0.05004     21  1.290   1.10   2.63    0.11  01  0080
2455793.61390     0.26262  0.05392     20  1.377   1.10   2.00    0.04  01  0081
2455793.61625     0.24343  0.05411     20  1.392   1.07   2.07    0.01  01  0082
2455793.62095     0.26568  0.05449     19  1.423   1.08   1.96    0.00  01  0083
2455793.62330     0.23479  0.05424     20  1.439   1.06   2.10   -0.04  01  0084
2455793.62871     0.17574  0.05277     20  1.479   1.06   1.96   -0.05  01  0085
2455793.63107     0.13106  0.05171     21  1.498   1.06   2.03   -0.06  01  0086
2455793.63343     0.12286  0.05169     21  1.517   1.05   1.94   -0.07  01  0087
2455793.63580     0.15140  0.05264     20  1.537   1.04   2.18   -0.09  01  0088
2455793.63815     0.14530  0.05246     20  1.558   1.04   2.20   -0.10  01  0089
2455793.64049     0.12257  0.05218     20  1.579   1.03   1.98   -0.12  01  0090
2455793.64284     0.07168  0.05122     21  1.601   1.02   2.08   -0.14  01  0091
2455793.64519     0.08555  0.05171     21  1.624   1.02   1.99   -0.15  01  0092
2455793.64754     0.02568  0.05065     21  1.648   1.00   2.15   -0.17  01  0093
2455793.64988     0.01606  0.05039     21  1.673   1.01   2.00   -0.18  01  0094
2455793.65223    -0.00732  0.05032     21  1.699   0.99   2.18   -0.22  01  0095
2455793.65459    -0.01229  0.05037     21  1.726   0.98   2.02   -0.24  01  0096
2455793.65693    -0.03954  0.04963     21  1.753   0.99   2.13   -0.24  01  0097
2455793.65928    -0.09589  0.04878     22  1.783   0.97   1.93   -0.28  01  0098
2455793.66163    -0.10124  0.04861     22  1.813   0.97   2.13   -0.29  01  0099
2455793.66398    -0.08259  0.04923     22  1.845   0.96   1.86   -0.31  01  0100
2455793.66633    -0.09314  0.04898     22  1.878   0.96   2.01   -0.33  01  0101
2455793.66868    -0.12527  0.04876     22  1.912   0.95   2.26   -0.37  01  0102
2455793.67103    -0.09039  0.04950     21  1.948   0.95   1.83   -0.41  01  0103
2455793.67338    -0.10503  0.04914     22  1.986   0.95   2.08   -0.46  01  0104
2455793.67573    -0.15506  0.04878     22  2.025   0.92   2.21   -0.56  01  0105
2455793.67809    -0.10395  0.04986     21  2.067   0.92   1.82   -0.66  01  0106
2455793.68043    -0.18154  0.04833     22  2.110   0.91   2.18   -0.83  01  0107
2455793.68277    -0.13710  0.04954     21  2.155   0.91   2.17   -1.08  01  0108

Observador: Julio Castellano
FotoDif 3.84
